"","PIG_DATE","PIG","DATE","OUA","WEANING_TIME","STALD","STI","GROUP","Newlytreated","BIRTHSOW","WEEK","SAMPLEWEEK","Florkem","Metacam","Zactran","Antibiotic","Treatment_group","Treatment_date","CorrectedGroup","RWA"
"445-2018-05-24","445-2018-05-24",445,"2018-05-24",1,2,"1","2","Untreated","Untreated",7639,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"445-2018-05-29","445-2018-05-29",445,"2018-05-29",1,2,"1","2","Untreated","Untreated",7639,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"445-2018-06-07","445-2018-06-07",445,"2018-06-07",1,2,"1","21","Untreated","Untreated",7639,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"445-2018-07-05","445-2018-07-05",445,"2018-07-05",1,2,"3","11","Untreated","Untreated",7639,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"446-2018-05-24","446-2018-05-24",446,"2018-05-24",0,1,"1","12","2018-05-03","Treated",NA,"T03","Week 06",0,0,0,"0","0","0","2018-05-03","TTT"
"446-2018-05-29","446-2018-05-29",446,"2018-05-29",0,1,"1","21","2018-05-03","Treated",NA,"T03","Week 07",0,0,0,"0","0","0","2018-05-03","TTT"
"446-2018-06-07","446-2018-06-07",446,"2018-06-07",0,1,"1","21","2018-05-03","Treated",NA,"T03","Week 08",0,0,0,"0","0","0","2018-05-03","TTT"
"446-2018-07-05","446-2018-07-05",446,"2018-07-05",0,1,"2","6","2018-05-03","Treated",NA,"T03","Week 14",0,0,0,"0","0","0","2018-05-03","TTT"
"448-2018-05-15","448-2018-05-15",448,"2018-05-15",0,2,"8","1","2018-05-07","Treated",NA,"T03","Week 05",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"448-2018-05-29","448-2018-05-29",448,"2018-05-29",0,2,"1","71","2018-05-07","Treated",NA,"T03","Week 07",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"448-2018-06-07","448-2018-06-07",448,"2018-06-07",0,2,"1","71","2018-05-07","Treated",NA,"T03","Week 08",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"448-2018-07-05","448-2018-07-05",448,"2018-07-05",0,2,"1","31","2018-05-07","Treated",NA,"T03","Week 14",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"450-2018-04-25","450-2018-04-25",450,"2018-04-25",1,2,"Farrow","Farrow","Untreated","Untreated",7639,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"450-2018-05-07","450-2018-05-07",450,"2018-05-07",1,2,"Farrow","Farrow","Untreated","Untreated",7639,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"450-2018-05-15","450-2018-05-15",450,"2018-05-15",1,2,"1","1","Untreated","Untreated",7639,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"450-2018-05-24","450-2018-05-24",450,"2018-05-24",1,2,"1","1","Untreated","Untreated",7639,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"450-2018-05-29","450-2018-05-29",450,"2018-05-29",1,2,"1","1","Untreated","Untreated",7639,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"450-2018-06-07","450-2018-06-07",450,"2018-06-07",1,2,"1","1","Untreated","Untreated",7639,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"450-2018-07-05","450-2018-07-05",450,"2018-07-05",1,2,"1","31","Untreated","Untreated",7639,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"452-2018-04-25","452-2018-04-25",452,"2018-04-25",0,3,"Farrow","Farrow","2018-04-20","Treated",8102,"T01","Week 02",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"452-2018-05-15","452-2018-05-15",452,"2018-05-15",0,3,"1","8","2018-04-20","Treated",8102,"T01","Week 05",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"452-2018-05-24","452-2018-05-24",452,"2018-05-24",0,3,"1","8","2018-04-20","Treated",8102,"T01","Week 06",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"452-2018-05-29","452-2018-05-29",452,"2018-05-29",0,3,"1","8","2018-04-20","Treated",8102,"T01","Week 07",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"452-2018-06-07","452-2018-06-07",452,"2018-06-07",0,3,"1","61","2018-04-20","Treated",8102,"T01","Week 08",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"452-2018-07-05","452-2018-07-05",452,"2018-07-05",0,3,"3","21","2018-04-20","Treated",8102,"T01","Week 14",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"462-2018-05-15","462-2018-05-15",462,"2018-05-15",0,3,"1","4","2018-04-20","Treated",NA,"T01","Week 05",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"462-2018-05-24","462-2018-05-24",462,"2018-05-24",0,3,"1","4","2018-04-20","Treated",NA,"T01","Week 06",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"462-2018-05-29","462-2018-05-29",462,"2018-05-29",0,3,"1","4","2018-04-20","Treated",NA,"T01","Week 07",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"462-2018-06-07","462-2018-06-07",462,"2018-06-07",0,3,"1","4","2018-04-20","Treated",NA,"T01","Week 08",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"462-2018-07-05","462-2018-07-05",462,"2018-07-05",0,3,"1","31","2018-04-20","Treated",NA,"T01","Week 14",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"463-2018-04-25","463-2018-04-25",463,"2018-04-25",0,3,"Farrow","Farrow","2018-04-20","Treated",8102,"T01","Week 02",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"463-2018-05-15","463-2018-05-15",463,"2018-05-15",0,3,"1","1","2018-04-20","Treated",8102,"T01","Week 05",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"463-2018-05-24","463-2018-05-24",463,"2018-05-24",0,3,"1","1","2018-04-20","Treated",8102,"T01","Week 06",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"463-2018-05-29","463-2018-05-29",463,"2018-05-29",0,3,"1","1","2018-04-20","Treated",8102,"T01","Week 07",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"463-2018-06-07","463-2018-06-07",463,"2018-06-07",0,3,"1","1","2018-04-20","Treated",8102,"T01","Week 08",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"463-2018-07-05","463-2018-07-05",463,"2018-07-05",0,3,"2","41","2018-04-20","Treated",8102,"T01","Week 14",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"470-2018-04-25","470-2018-04-25",470,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",8102,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"470-2018-05-15","470-2018-05-15",470,"2018-05-15",1,3,"1","7","Untreated","Untreated",8102,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"470-2018-05-24","470-2018-05-24",470,"2018-05-24",1,3,"1","7","Untreated","Untreated",8102,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"470-2018-05-29","470-2018-05-29",470,"2018-05-29",1,3,"1","7","Untreated","Untreated",8102,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"470-2018-06-07","470-2018-06-07",470,"2018-06-07",1,3,"1","7","Untreated","Untreated",8102,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"470-2018-07-05","470-2018-07-05",470,"2018-07-05",1,3,"2","2","Untreated","Untreated",8102,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"472-2018-04-25","472-2018-04-25",472,"2018-04-25",0,1,"Farrow","Farrow","2018-04-25","Newlytreated",8100,"T02","Week 02",0,0,0,"0","0","0","2018-04-25","TTT"
"472-2018-05-15","472-2018-05-15",472,"2018-05-15",0,1,"8","1","2018-04-25","Treated",8100,"T02","Week 05",0,0,0,"0","0","0","2018-04-25","TTT"
"472-2018-05-24","472-2018-05-24",472,"2018-05-24",0,1,"1","17","2018-04-25","Treated",8100,"T02","Week 06",0,0,0,"0","0","0","2018-04-25","TTT"
"472-2018-05-29","472-2018-05-29",472,"2018-05-29",0,1,"1","71","2018-04-25","Treated",8100,"T02","Week 07",0,0,0,"0","0","0","2018-04-25","TTT"
"472-2018-06-07","472-2018-06-07",472,"2018-06-07",0,1,"1","71","2018-04-25","Treated",8100,"T02","Week 08",0,0,0,"0","0","0","2018-04-25","TTT"
"472-2018-07-05","472-2018-07-05",472,"2018-07-05",0,1,"1","61","2018-04-25","Treated",8100,"T02","Week 14",0,0,0,"0","0","0","2018-04-25","TTT"
"473-2018-05-15","473-2018-05-15",473,"2018-05-15",0,3,NA,NA,"2018-05-15","Newlytreated",NA,"T05","Week 05",0,0,0,"0","0","0","2018-05-15","TTT"
"475-2018-05-07","475-2018-05-07",475,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",8103,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"475-2018-05-15","475-2018-05-15",475,"2018-05-15",1,3,"1","4","Untreated","Untreated",8103,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"475-2018-05-29","475-2018-05-29",475,"2018-05-29",1,3,"1","4","Untreated","Untreated",8103,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"475-2018-06-07","475-2018-06-07",475,"2018-06-07",1,3,"1","4","Untreated","Untreated",8103,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"475-2018-07-05","475-2018-07-05",475,"2018-07-05",1,3,"1","4","Untreated","Untreated",8103,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"476-2018-05-15","476-2018-05-15",476,"2018-05-15",0,3,"2","7","2018-05-15","Newlytreated",NA,"T02","Week 05",1,1,0,"Florkem","T02","2018-04-26","2018-04-26","TTT"
"476-2018-05-24","476-2018-05-24",476,"2018-05-24",0,3,"1","18","2018-05-15","Treated",NA,"T02","Week 06",1,1,0,"Florkem","T02","2018-04-26","2018-04-26","TTT"
"476-2018-05-29","476-2018-05-29",476,"2018-05-29",0,3,"1","81","2018-05-15","Treated",NA,"T02","Week 07",1,1,0,"Florkem","T02","2018-04-26","2018-04-26","TTT"
"476-2018-06-07","476-2018-06-07",476,"2018-06-07",0,3,"1","81","2018-05-15","Treated",NA,"T02","Week 08",1,1,0,"Florkem","T02","2018-04-26","2018-04-26","TTT"
"476-2018-07-05","476-2018-07-05",476,"2018-07-05",0,3,"2","61","2018-05-15","Treated",NA,"T02","Week 14",1,1,0,"Florkem","T02","2018-04-26","2018-04-26","TTT"
"48-2018-06-07","48-2018-06-07",48,"2018-06-07",0,3,"1","51","2018-06-07","Newlytreated",NA,"T08","Week 08",0,0,0,"0","0","0","2018-06-07","TTT"
"48-2018-07-05","48-2018-07-05",48,"2018-07-05",0,3,"1","5","2018-06-07","Treated",NA,"T08","Week 14",0,0,0,"0","0","0","2018-06-07","TTT"
"486-2018-04-25","486-2018-04-25",486,"2018-04-25",0,3,"Farrow","Farrow","2018-04-20","Treated",7427,"T01","Week 02",1,1,0,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"486-2018-05-24","486-2018-05-24",486,"2018-05-24",0,3,"1","7","2018-04-20","Treated",7427,"T01","Week 06",1,1,0,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"486-2018-05-29","486-2018-05-29",486,"2018-05-29",0,3,"1","7","2018-04-20","Treated",7427,"T01","Week 07",1,1,0,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"486-2018-06-07","486-2018-06-07",486,"2018-06-07",0,3,"1","7","2018-04-20","Treated",7427,"T01","Week 08",1,1,0,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"486-2018-07-05","486-2018-07-05",486,"2018-07-05",0,3,"3","5","2018-04-20","Treated",7427,"T01","Week 14",1,1,0,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"490-2018-04-25","490-2018-04-25",490,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7439,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"490-2018-05-07","490-2018-05-07",490,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7439,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"490-2018-05-15","490-2018-05-15",490,"2018-05-15",1,3,"1","7","Untreated","Untreated",7439,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"490-2018-05-24","490-2018-05-24",490,"2018-05-24",1,3,"1","7","Untreated","Untreated",7439,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"490-2018-05-29","490-2018-05-29",490,"2018-05-29",1,3,"1","7","Untreated","Untreated",7439,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"490-2018-06-07","490-2018-06-07",490,"2018-06-07",1,3,"1","7","Untreated","Untreated",7439,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"490-2018-07-05","490-2018-07-05",490,"2018-07-05",1,3,"2","21","Untreated","Untreated",7439,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"493-2018-05-15","493-2018-05-15",493,"2018-05-15",0,3,"1","5","2018-04-20","Treated",NA,"T01","Week 05",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"493-2018-05-24","493-2018-05-24",493,"2018-05-24",0,3,"1","5","2018-04-20","Treated",NA,"T01","Week 06",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"493-2018-05-29","493-2018-05-29",493,"2018-05-29",0,3,"1","5","2018-04-20","Treated",NA,"T01","Week 07",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"493-2018-06-07","493-2018-06-07",493,"2018-06-07",0,3,"1","5","2018-04-20","Treated",NA,"T01","Week 08",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"493-2018-07-05","493-2018-07-05",493,"2018-07-05",0,3,"2","61","2018-04-20","Treated",NA,"T01","Week 14",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"494-2018-05-15","494-2018-05-15",494,"2018-05-15",0,3,"1","7","2018-04-20","Treated",NA,"T01","Week 05",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"494-2018-05-24","494-2018-05-24",494,"2018-05-24",0,3,"1","7","2018-04-20","Treated",NA,"T01","Week 06",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"494-2018-05-29","494-2018-05-29",494,"2018-05-29",0,3,"1","7","2018-04-20","Treated",NA,"T01","Week 07",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"494-2018-06-07","494-2018-06-07",494,"2018-06-07",0,3,"1","7","2018-04-20","Treated",NA,"T01","Week 08",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"494-2018-07-05","494-2018-07-05",494,"2018-07-05",0,3,"2","11","2018-04-20","Treated",NA,"T01","Week 14",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"5-2018-04-25","5-2018-04-25",5,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7098,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"5-2018-05-07","5-2018-05-07",5,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7098,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"5-2018-05-15","5-2018-05-15",5,"2018-05-15",1,3,"1","6","Untreated","Untreated",7098,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"5-2018-05-24","5-2018-05-24",5,"2018-05-24",1,3,"1","6","Untreated","Untreated",7098,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"5-2018-05-29","5-2018-05-29",5,"2018-05-29",1,3,"1","6","Untreated","Untreated",7098,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"5-2018-06-07","5-2018-06-07",5,"2018-06-07",1,3,"1","61","Untreated","Untreated",7098,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"5-2018-07-05","5-2018-07-05",5,"2018-07-05",1,3,"2","21","Untreated","Untreated",7098,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"500-2018-04-25","500-2018-04-25",500,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7427,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"500-2018-05-07","500-2018-05-07",500,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7427,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"500-2018-05-15","500-2018-05-15",500,"2018-05-15",1,3,"1","7","Untreated","Untreated",7427,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"500-2018-05-24","500-2018-05-24",500,"2018-05-24",1,3,"1","7","Untreated","Untreated",7427,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"500-2018-05-29","500-2018-05-29",500,"2018-05-29",1,3,"1","7","Untreated","Untreated",7427,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"500-2018-06-07","500-2018-06-07",500,"2018-06-07",1,3,"1","7","Untreated","Untreated",7427,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"500-2018-07-05","500-2018-07-05",500,"2018-07-05",1,3,"2","21","Untreated","Untreated",7427,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"55-2018-04-25","55-2018-04-25",55,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7854,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"55-2018-05-07","55-2018-05-07",55,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7854,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"55-2018-05-15","55-2018-05-15",55,"2018-05-15",1,3,"1","3","Untreated","Untreated",7854,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"55-2018-05-24","55-2018-05-24",55,"2018-05-24",1,3,"1","3","Untreated","Untreated",7854,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"55-2018-05-29","55-2018-05-29",55,"2018-05-29",1,3,"1","3","Untreated","Untreated",7854,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"55-2018-06-07","55-2018-06-07",55,"2018-06-07",1,3,"1","3","Untreated","Untreated",7854,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"555-2018-04-25","555-2018-04-25",555,"2018-04-25",0,3,"Farrow","Farrow","2018-04-20","Treated",8103,"T01","Week 02",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"555-2018-05-07","555-2018-05-07",555,"2018-05-07",0,3,"Farrow","Farrow","2018-04-20","Treated",8103,"T01","Week 04",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"555-2018-05-15","555-2018-05-15",555,"2018-05-15",0,3,"1","4","2018-04-20","Treated",8103,"T01","Week 05",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"555-2018-05-24","555-2018-05-24",555,"2018-05-24",0,3,"1","4","2018-04-20","Treated",8103,"T01","Week 06",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"555-2018-05-29","555-2018-05-29",555,"2018-05-29",0,3,"1","4","2018-04-20","Treated",8103,"T01","Week 07",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"555-2018-06-07","555-2018-06-07",555,"2018-06-07",0,3,"1","4","2018-04-20","Treated",8103,"T01","Week 08",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"565-2018-04-25","565-2018-04-25",565,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",6963,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"565-2018-05-07","565-2018-05-07",565,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",6963,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"565-2018-05-15","565-2018-05-15",565,"2018-05-15",1,3,"1","3","Untreated","Untreated",6963,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"565-2018-05-24","565-2018-05-24",565,"2018-05-24",1,3,"1","13","Untreated","Untreated",6963,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"565-2018-05-29","565-2018-05-29",565,"2018-05-29",1,3,"1","3","Untreated","Untreated",6963,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"565-2018-06-07","565-2018-06-07",565,"2018-06-07",1,3,"1","3","Untreated","Untreated",6963,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"565-2018-07-05","565-2018-07-05",565,"2018-07-05",1,3,"3","2","Untreated","Untreated",6963,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"568-2018-05-15","568-2018-05-15",568,"2018-05-15",0,3,"1","8","2018-04-20","Treated",NA,"T01","Week 05",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"568-2018-05-24","568-2018-05-24",568,"2018-05-24",0,3,"1","8","2018-04-20","Treated",NA,"T01","Week 06",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"568-2018-05-29","568-2018-05-29",568,"2018-05-29",0,3,"1","8","2018-04-20","Treated",NA,"T01","Week 07",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"568-2018-06-07","568-2018-06-07",568,"2018-06-07",0,3,"1","81","2018-04-20","Treated",NA,"T01","Week 08",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"568-2018-07-05","568-2018-07-05",568,"2018-07-05",0,3,"3","51","2018-04-20","Treated",NA,"T01","Week 14",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"57-2018-06-07","57-2018-06-07",57,"2018-06-07",0,3,"1","91","2018-06-07","Newlytreated",NA,"T08","Week 08",0,0,0,"0","0","0","2018-06-07","TTT"
"57-2018-07-05","57-2018-07-05",57,"2018-07-05",0,3,"3","61","2018-06-07","Treated",NA,"T08","Week 14",0,0,0,"0","0","0","2018-06-07","TTT"
"60-2018-04-25","60-2018-04-25",60,"2018-04-25",1,2,"Farrow","Farrow","Untreated","Untreated",7886,"UT","Week 02",0,1,1,"0","T03","2018-05-07","Untreated","UUU"
"60-2018-05-07","60-2018-05-07",60,"2018-05-07",0,2,"Farrow","Farrow","2018-05-07","Newlytreated",7886,"T03","Week 04",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"60-2018-05-15","60-2018-05-15",60,"2018-05-15",0,2,"8","1","2018-05-07","Treated",7886,"T03","Week 05",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"60-2018-05-24","60-2018-05-24",60,"2018-05-24",0,2,"1","17","2018-05-07","Treated",7886,"T03","Week 06",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"60-2018-05-29","60-2018-05-29",60,"2018-05-29",0,2,"1","7","2018-05-07","Treated",7886,"T03","Week 07",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"60-2018-06-07","60-2018-06-07",60,"2018-06-07",0,2,"1","71","2018-05-07","Treated",7886,"T03","Week 08",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"60-2018-07-05","60-2018-07-05",60,"2018-07-05",0,2,"1","21","2018-05-07","Treated",7886,"T03","Week 14",0,1,1,"Zactran","T03","2018-05-07","2018-05-07","TTT"
"65-2018-04-25","65-2018-04-25",65,"2018-04-25",1,2,"Farrow","Farrow","Untreated","Untreated",7668,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"65-2018-05-07","65-2018-05-07",65,"2018-05-07",1,2,"Farrow","Farrow","Untreated","Untreated",7668,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"65-2018-05-15","65-2018-05-15",65,"2018-05-15",1,2,"1","3","Untreated","Untreated",7668,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"65-2018-05-24","65-2018-05-24",65,"2018-05-24",1,2,"1","3","Untreated","Untreated",7668,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"65-2018-05-29","65-2018-05-29",65,"2018-05-29",1,2,"1","3","Untreated","Untreated",7668,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"65-2018-07-05","65-2018-07-05",65,"2018-07-05",1,2,"2","5","Untreated","Untreated",7668,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"70-2018-04-25","70-2018-04-25",70,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7882,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"70-2018-05-07","70-2018-05-07",70,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7882,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"70-2018-05-15","70-2018-05-15",70,"2018-05-15",1,3,"1","4","Untreated","Untreated",7882,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"70-2018-05-24","70-2018-05-24",70,"2018-05-24",1,3,"1","4","Untreated","Untreated",7882,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"70-2018-05-29","70-2018-05-29",70,"2018-05-29",1,3,"1","4","Untreated","Untreated",7882,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"70-2018-06-07","70-2018-06-07",70,"2018-06-07",1,3,"1","4","Untreated","Untreated",7882,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"70-2018-07-05","70-2018-07-05",70,"2018-07-05",1,3,"1","5","Untreated","Untreated",7882,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"75-2018-04-25","75-2018-04-25",75,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7098,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"75-2018-05-07","75-2018-05-07",75,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7098,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"75-2018-05-15","75-2018-05-15",75,"2018-05-15",1,3,"1","7","Untreated","Untreated",7098,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"75-2018-05-24","75-2018-05-24",75,"2018-05-24",1,3,"1","7","Untreated","Untreated",7098,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"75-2018-05-29","75-2018-05-29",75,"2018-05-29",1,3,"1","7","Untreated","Untreated",7098,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"75-2018-06-07","75-2018-06-07",75,"2018-06-07",1,3,"1","7","Untreated","Untreated",7098,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"75-2018-07-05","75-2018-07-05",75,"2018-07-05",0,3,"1","5","2018-07-05","Newlytreated",7098,"T14","Week 14",0,0,0,"0","0","0","2018-07-05","TTT"
"80-2018-04-25","80-2018-04-25",80,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7098,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"80-2018-05-07","80-2018-05-07",80,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7098,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"80-2018-05-15","80-2018-05-15",80,"2018-05-15",1,3,"8","1","Untreated","Untreated",7098,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"80-2018-05-24","80-2018-05-24",80,"2018-05-24",1,3,NA,NA,"Untreated","Untreated",7098,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"80-2018-05-29","80-2018-05-29",80,"2018-05-29",1,3,"1","2","Untreated","Untreated",7098,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"80-2018-06-07","80-2018-06-07",80,"2018-06-07",1,3,"1","4","Untreated","Untreated",7098,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"80-2018-07-05","80-2018-07-05",80,"2018-07-05",1,3,"4","4","Untreated","Untreated",7098,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
